CustID,Gender,AgeGroup,Purchase_Last_Quarter,Unique_Products_Purchased,Response_to_Campaign
103066,Female,30-50,Yes,11,No
103067,Female,30-50,Yes,6,No
103068,Female,30-50,No,7,No
103069,Male,>50,No,7,No
103070,Male,<30,No,6,No
103071,Male,30-50,Yes,7,No
103072,Female,30-50,Yes,12,Yes
103073,Male,<30,No,7,No
103074,Female,30-50,No,2,Yes
103075,Female,30-50,Yes,11,Yes
103076,Male,<30,No,5,No
103077,Female,30-50,Yes,9,No
103078,Female,<30,Yes,12,No
103079,Male,>50,Yes,13,No
103080,Male,30-50,No,4,No
103081,Female,>50,Yes,5,No
103082,Female,30-50,Yes,9,Yes
103083,Male,30-50,Yes,14,Yes
103084,Female,30-50,Yes,6,No
103085,Male,>50,Yes,10,Yes
103086,Female,<30,Yes,11,Yes
103087,Female,>50,Yes,9,No
103088,Female,<30,Yes,12,No
103089,Female,<30,Yes,7,No
103090,Female,<30,No,5,Yes
103091,Male,30-50,Yes,14,Yes
103092,Female,<30,Yes,7,No
103093,Female,<30,No,6,No
103094,Female,>50,No,4,No
103095,Female,30-50,Yes,10,Yes
103096,Female,>50,Yes,11,Yes
103097,Female,<30,Yes,11,No
103098,Female,30-50,Yes,11,Yes
103099,Female,30-50,Yes,7,Yes
103100,Female,<30,No,5,No
103101,Female,30-50,Yes,15,Yes
103102,Male,30-50,No,4,No
103103,Female,>50,Yes,13,No
103104,Female,30-50,No,3,No
103105,Male,30-50,Yes,14,Yes
103106,Male,<30,No,1,No
103107,Male,30-50,Yes,9,Yes
103108,Female,30-50,Yes,11,No
103109,Male,30-50,Yes,6,Yes
103110,Female,30-50,Yes,14,No
103111,Female,30-50,Yes,6,Yes
103112,Female,>50,Yes,10,Yes
103113,Female,<30,No,6,No
103114,Female,30-50,No,3,No
103115,Female,30-50,Yes,9,Yes
103116,Male,>50,Yes,8,No
103117,Female,30-50,Yes,5,Yes
103118,Male,>50,Yes,12,Yes
103119,Female,>50,Yes,6,No
103120,Male,<30,No,4,No
103121,Female,<30,Yes,10,No
103122,Male,>50,Yes,10,No
103123,Female,30-50,No,2,No
103124,Male,<30,Yes,15,No
103125,Male,30-50,Yes,13,Yes
103126,Male,30-50,Yes,10,Yes
103127,Male,>50,Yes,12,Yes
103128,Male,30-50,Yes,12,Yes
103129,Female,>50,No,2,No
103130,Male,>50,Yes,12,No
103131,Male,<30,Yes,12,No
103132,Female,30-50,Yes,8,No
103133,Female,30-50,No,4,No
103134,Female,30-50,Yes,6,Yes
103135,Female,>50,No,2,Yes
103136,Male,<30,Yes,15,No
103137,Male,30-50,Yes,14,No
103138,Male,30-50,No,4,No
103139,Male,>50,No,2,No
103140,Female,>50,No,4,No
103141,Male,<30,Yes,13,Yes
103142,Male,30-50,Yes,7,No
103143,Female,>50,No,2,Yes
103144,Female,<30,No,7,No
103145,Male,>50,Yes,9,No
103146,Female,>50,Yes,14,No
103147,Female,<30,No,6,No
103148,Male,30-50,Yes,9,Yes
103149,Male,<30,Yes,14,No
103150,Female,>50,Yes,13,Yes
103151,Male,30-50,Yes,14,Yes
103152,Female,30-50,Yes,6,Yes
103153,Female,30-50,No,7,No
103154,Female,>50,Yes,9,Yes
103155,Male,>50,Yes,7,No
103156,Female,<30,No,5,No
103157,Female,<30,No,7,No
103158,Female,>50,Yes,11,Yes
103159,Female,30-50,Yes,11,Yes
103160,Male,<30,No,1,No
103161,Male,30-50,Yes,8,Yes
103162,Male,30-50,Yes,6,No
103163,Female,30-50,Yes,5,No
103164,Male,>50,Yes,13,No
103165,Male,<30,Yes,12,No
103166,Female,30-50,Yes,9,No
103167,Female,>50,No,5,No
103168,Female,<30,Yes,10,Yes
103169,Male,<30,No,5,No
103170,Female,>50,Yes,8,Yes
103171,Female,30-50,No,7,No
103172,Female,30-50,Yes,8,No
103173,Female,>50,No,2,No
103174,Male,30-50,Yes,10,Yes
103175,Male,30-50,No,4,No
103176,Female,<30,Yes,10,Yes
103177,Male,>50,Yes,14,Yes
103178,Female,<30,Yes,6,Yes
103179,Female,>50,Yes,14,No
103180,Male,30-50,Yes,7,Yes
103181,Female,30-50,No,1,No
103182,Male,30-50,Yes,8,No
103183,Female,>50,Yes,6,No
103184,Male,<30,Yes,13,No
103185,Male,<30,Yes,9,Yes
103186,Male,30-50,Yes,6,Yes
103187,Female,<30,No,4,No
103188,Female,30-50,Yes,15,No
103189,Male,<30,Yes,14,Yes
103190,Female,>50,No,1,No
103191,Female,30-50,Yes,8,No
103192,Female,<30,Yes,9,Yes
103193,Female,30-50,Yes,5,No
103194,Female,>50,Yes,8,No
103195,Male,30-50,No,2,Yes
103196,Female,<30,Yes,7,No
103197,Female,<30,Yes,11,No
103198,Female,<30,Yes,8,No
103199,Female,<30,No,5,No
103200,Female,>50,No,5,Yes
103201,Male,<30,No,2,No
103202,Female,<30,Yes,5,Yes
103203,Male,30-50,No,6,No
103204,Female,30-50,No,7,Yes
103205,Female,30-50,No,4,No
103206,Male,30-50,No,7,No
103207,Female,30-50,Yes,14,Yes
103208,Female,<30,No,5,No
103209,Female,30-50,No,7,Yes
103210,Male,30-50,No,2,No
103211,Male,>50,Yes,6,No
103212,Female,<30,No,7,No
103213,Female,30-50,Yes,7,No
103214,Female,<30,No,2,No
103215,Male,>50,Yes,5,No
103216,Female,30-50,Yes,11,Yes
103217,Female,<30,No,3,No
103218,Female,>50,No,3,No
103219,Female,30-50,No,2,No
103220,Male,30-50,No,2,Yes
103221,Male,30-50,Yes,12,No
103222,Female,<30,Yes,8,No
103223,Female,>50,Yes,8,No
103224,Male,>50,No,4,No
103225,Male,>50,Yes,9,No
103226,Male,30-50,Yes,15,Yes
103227,Male,30-50,No,2,No
103228,Male,<30,Yes,6,Yes
103229,Female,30-50,No,4,Yes
103230,Female,>50,Yes,13,No
103231,Female,30-50,No,2,Yes
103232,Female,30-50,Yes,12,No
103233,Female,30-50,No,6,No
103234,Female,30-50,Yes,6,No
103235,Male,30-50,Yes,5,Yes
103236,Female,>50,Yes,5,No
103237,Male,30-50,Yes,13,Yes
103238,Female,>50,No,6,No
103239,Male,30-50,Yes,8,Yes
103240,Female,>50,Yes,6,Yes
103241,Female,30-50,Yes,9,Yes
103242,Male,>50,No,4,No
103243,Male,30-50,Yes,5,Yes
103244,Male,30-50,Yes,12,No
103245,Male,<30,Yes,6,No
103246,Female,30-50,Yes,6,Yes
103247,Female,>50,Yes,14,Yes
103248,Female,>50,No,5,No
103249,Female,<30,Yes,12,Yes
103250,Male,<30,No,2,No
103251,Female,<30,Yes,8,No
103252,Female,30-50,Yes,14,Yes
103253,Female,>50,Yes,8,No
103254,Male,30-50,Yes,14,Yes
103255,Female,30-50,Yes,12,Yes
103256,Male,<30,Yes,14,No
103257,Female,>50,Yes,15,No
103258,Female,30-50,Yes,11,Yes
103259,Male,>50,Yes,8,No
103260,Female,30-50,Yes,10,No
103261,Male,30-50,Yes,5,No
103262,Female,<30,Yes,14,Yes
103263,Female,>50,Yes,11,No
103264,Female,<30,No,3,No
103265,Female,>50,Yes,13,No
103266,Female,30-50,No,5,Yes
103267,Female,30-50,Yes,11,No
103268,Female,30-50,Yes,7,No
103269,Female,30-50,Yes,9,Yes
103270,Female,30-50,No,7,No
103271,Male,30-50,Yes,15,Yes
103272,Male,<30,Yes,14,Yes
103273,Female,<30,Yes,15,No
103274,Female,>50,Yes,7,Yes
103275,Female,>50,No,5,No
103276,Female,>50,Yes,5,Yes
103277,Male,30-50,Yes,10,No
103278,Male,30-50,Yes,8,No
103279,Female,30-50,No,2,No
103280,Female,<30,No,1,No
103281,Female,30-50,No,3,No
103282,Female,<30,Yes,10,No
103283,Female,<30,Yes,14,Yes
103284,Male,30-50,Yes,8,No
103285,Male,<30,No,7,No
103286,Female,<30,Yes,12,No
103287,Female,30-50,Yes,10,Yes
103288,Male,30-50,Yes,7,Yes
103289,Male,<30,No,7,No
103290,Female,30-50,Yes,14,Yes
103291,Female,30-50,No,6,No
103292,Female,30-50,No,2,No
103293,Male,>50,Yes,9,No
103294,Female,30-50,Yes,13,No
103295,Female,30-50,Yes,7,Yes
103296,Female,30-50,No,7,Yes
103297,Male,<30,Yes,5,Yes
103298,Female,<30,No,2,No
103299,Female,>50,Yes,11,No
103300,Male,30-50,Yes,5,No
103301,Female,>50,Yes,11,Yes
103302,Female,<30,Yes,14,Yes
103303,Male,<30,No,7,No
103304,Female,>50,Yes,13,No
103305,Female,<30,Yes,5,No
103306,Female,<30,Yes,6,No
103307,Female,<30,Yes,14,No
103308,Female,>50,Yes,11,No
103309,Male,30-50,Yes,7,Yes
103310,Male,30-50,Yes,13,No
103311,Female,<30,No,2,No
103312,Female,>50,Yes,15,No
103313,Female,30-50,Yes,7,Yes
103314,Male,30-50,Yes,15,No
103315,Female,>50,Yes,5,Yes
103316,Female,<30,No,2,Yes
103317,Female,<30,Yes,15,No
103318,Female,30-50,Yes,12,Yes
103319,Male,<30,Yes,14,Yes
103320,Female,<30,No,6,No
103321,Female,<30,Yes,10,No
103322,Female,<30,Yes,6,No
103323,Female,>50,No,1,No
103324,Female,30-50,Yes,12,Yes
103325,Female,30-50,Yes,5,Yes
103326,Female,>50,Yes,9,Yes
103327,Female,30-50,Yes,13,No
103328,Male,>50,No,1,No
103329,Male,30-50,Yes,8,Yes
103330,Male,<30,Yes,14,Yes
103331,Female,>50,No,6,Yes
103332,Male,<30,Yes,10,No
103333,Female,<30,No,2,Yes
103334,Male,30-50,No,7,No
103335,Female,30-50,No,2,No
103336,Female,>50,Yes,11,No
103337,Male,30-50,Yes,9,Yes
103338,Male,30-50,Yes,15,Yes
103339,Female,30-50,No,7,Yes
103340,Female,>50,Yes,6,No
103341,Female,<30,Yes,13,No
103342,Female,30-50,Yes,12,No
103343,Female,30-50,Yes,10,Yes
103344,Male,>50,Yes,7,No
103345,Male,30-50,No,4,No
103346,Male,<30,Yes,13,Yes
103347,Female,30-50,Yes,5,No
103348,Female,30-50,No,6,No
103349,Female,30-50,Yes,14,Yes
103350,Male,30-50,Yes,13,Yes
103351,Female,30-50,No,5,No
103352,Female,>50,Yes,15,No
103353,Male,30-50,Yes,14,No
103354,Female,>50,No,7,No
103355,Female,<30,Yes,6,No
103356,Male,30-50,Yes,12,No
103357,Female,<30,Yes,5,No
103358,Female,>50,Yes,14,Yes
103359,Female,30-50,Yes,14,Yes
103360,Female,30-50,No,5,No
103361,Male,30-50,Yes,14,Yes
103362,Female,30-50,Yes,12,Yes
103363,Female,>50,No,6,No
103364,Male,30-50,No,5,No
103365,Female,30-50,No,3,No
103366,Female,<30,No,6,Yes
103367,Male,<30,No,7,No
103368,Female,30-50,Yes,10,Yes
103369,Female,30-50,No,7,No
103370,Female,>50,Yes,8,Yes
103371,Female,30-50,Yes,14,Yes
103372,Male,>50,Yes,5,No
103373,Male,>50,Yes,9,Yes
103374,Female,30-50,Yes,7,No
103375,Male,>50,No,4,No
103376,Male,>50,No,2,No
103377,Male,<30,Yes,15,Yes
103378,Female,>50,Yes,15,Yes
103379,Female,<30,No,2,No
103380,Female,30-50,Yes,15,No
103381,Female,<30,No,4,No
103382,Male,<30,Yes,14,No
103383,Male,<30,Yes,11,No
103384,Female,<30,No,1,No
103385,Male,<30,No,5,No
103386,Female,30-50,Yes,10,Yes
103387,Male,>50,Yes,6,No
103388,Female,<30,Yes,9,Yes
103389,Female,30-50,Yes,5,Yes
103390,Female,>50,Yes,6,Yes
103391,Female,30-50,Yes,7,No
103392,Female,<30,No,5,Yes
103393,Female,30-50,Yes,11,Yes
103394,Male,>50,Yes,12,Yes
103395,Male,30-50,Yes,5,Yes
103396,Female,30-50,Yes,12,Yes
103397,Female,<30,Yes,13,Yes
103398,Female,>50,No,6,No
103399,Female,<30,Yes,10,No
103400,Male,>50,Yes,13,Yes
103401,Female,>50,No,1,No
103402,Female,>50,No,4,No
103403,Female,<30,No,4,No
103404,Female,>50,No,1,No
103405,Male,<30,Yes,7,No
103406,Female,>50,No,7,No
103407,Female,<30,Yes,12,No
103408,Male,30-50,Yes,10,No
103409,Female,<30,Yes,7,No
103410,Male,<30,Yes,15,No
103411,Male,<30,No,2,No
103412,Female,30-50,Yes,6,No
103413,Male,30-50,Yes,5,No
103414,Female,>50,Yes,8,No
103415,Female,>50,No,4,No
103416,Male,<30,Yes,11,Yes
103417,Male,30-50,Yes,14,Yes
103418,Female,30-50,No,3,No
103419,Female,30-50,Yes,8,Yes
103420,Male,<30,Yes,6,No
103421,Female,30-50,Yes,13,No
103422,Female,30-50,No,5,Yes
103423,Male,>50,Yes,12,No
103424,Male,<30,Yes,15,No
103425,Female,30-50,Yes,13,Yes
103426,Female,>50,No,5,Yes
103427,Female,30-50,Yes,12,Yes
103428,Female,30-50,No,3,Yes
103429,Male,30-50,Yes,8,No
103430,Female,30-50,No,3,No
103431,Female,>50,Yes,5,No
103432,Male,30-50,No,5,No
103433,Male,30-50,No,2,No
103434,Male,30-50,Yes,12,Yes
103435,Male,>50,Yes,5,No
103436,Female,30-50,Yes,13,Yes
103437,Female,<30,No,4,No
103438,Male,30-50,Yes,6,No
103439,Female,30-50,Yes,15,Yes
103440,Female,30-50,Yes,8,No
103441,Female,>50,Yes,5,Yes
103442,Female,>50,No,2,No
103443,Female,30-50,No,2,No
103444,Female,30-50,No,3,No
103445,Female,>50,No,2,No
103446,Female,30-50,Yes,9,No
103447,Male,<30,Yes,10,Yes
103448,Male,<30,No,7,No
103449,Male,<30,No,5,No
103450,Male,>50,Yes,13,Yes
103451,Female,30-50,Yes,10,Yes
103452,Male,30-50,No,5,No
103453,Male,>50,No,2,No
103454,Male,<30,Yes,5,No
103455,Female,>50,Yes,5,Yes
103456,Female,30-50,Yes,10,Yes
103457,Female,30-50,Yes,6,Yes
103458,Female,<30,Yes,13,Yes
103459,Female,30-50,Yes,7,Yes
103460,Female,30-50,Yes,6,Yes
103461,Female,30-50,Yes,8,Yes
103462,Male,30-50,Yes,12,Yes
103463,Female,>50,No,1,No
103464,Female,30-50,Yes,7,Yes
103465,Female,30-50,Yes,6,No
103466,Female,<30,Yes,6,No
103467,Female,>50,Yes,14,No
103468,Female,30-50,Yes,14,No
103469,Male,>50,Yes,13,Yes
103470,Female,30-50,Yes,9,Yes
103471,Male,<30,No,5,No
103472,Male,30-50,Yes,6,No
103473,Female,30-50,Yes,7,Yes
103474,Female,30-50,No,1,No
103475,Female,30-50,Yes,13,Yes
103476,Female,30-50,No,7,Yes
103477,Male,>50,Yes,6,No
103478,Female,>50,Yes,7,No
103479,Female,<30,Yes,6,Yes
103480,Male,>50,Yes,13,No
103481,Female,30-50,Yes,13,Yes
103482,Female,30-50,No,3,Yes
103483,Female,30-50,Yes,7,Yes
103484,Female,30-50,No,1,No
103485,Male,>50,No,5,Yes
103486,Female,30-50,Yes,8,Yes
103487,Female,<30,Yes,13,No
103488,Female,30-50,Yes,5,Yes
103489,Female,30-50,Yes,8,No
103490,Male,30-50,Yes,8,Yes
103491,Male,>50,No,5,No
103492,Male,>50,Yes,14,No
103493,Male,<30,Yes,8,No
103494,Female,30-50,No,3,No
103495,Male,>50,Yes,13,No
103496,Female,<30,Yes,13,No
103497,Female,<30,Yes,14,Yes
103498,Female,<30,Yes,11,Yes
103499,Female,30-50,Yes,8,No
103500,Female,30-50,No,4,Yes
103501,Female,>50,Yes,9,No
103502,Female,30-50,Yes,15,No
103503,Male,<30,Yes,14,No
103504,Male,30-50,No,3,No
103505,Female,>50,No,3,No
103506,Female,>50,Yes,9,No
103507,Male,<30,Yes,13,No
103508,Female,30-50,Yes,8,No
103509,Male,>50,No,7,No
103510,Male,30-50,Yes,14,Yes
103511,Female,30-50,Yes,13,Yes
103512,Female,<30,No,6,Yes
103513,Female,30-50,Yes,11,No
103514,Female,>50,Yes,11,Yes
103515,Female,30-50,Yes,8,Yes
103516,Male,>50,No,2,No
103517,Female,<30,No,3,No
103518,Male,30-50,Yes,9,No
103519,Female,<30,Yes,13,No
103520,Male,30-50,No,2,No
103521,Male,30-50,Yes,13,Yes
103522,Male,<30,Yes,8,No
103523,Female,<30,No,1,No
103524,Male,30-50,No,5,Yes
103525,Female,30-50,Yes,11,Yes
103526,Male,30-50,Yes,5,Yes
103527,Female,>50,No,6,No
103528,Female,<30,Yes,11,No
103529,Male,>50,Yes,7,Yes
103530,Female,<30,No,1,Yes
103531,Male,<30,Yes,7,No
103532,Male,30-50,No,4,No
103533,Female,30-50,No,3,No
103534,Male,>50,Yes,5,No
103535,Male,>50,Yes,12,No
103536,Female,<30,Yes,5,No
103537,Male,30-50,Yes,15,Yes
103538,Male,30-50,Yes,15,No
103539,Female,30-50,No,1,Yes
103540,Male,30-50,Yes,12,No
103541,Female,30-50,Yes,14,No
103542,Male,30-50,Yes,10,No
103543,Female,30-50,No,3,No
103544,Female,<30,No,4,No
103545,Male,<30,No,4,No
103546,Male,30-50,Yes,9,Yes
103547,Female,>50,Yes,10,No
103548,Male,>50,Yes,7,No
103549,Male,>50,No,3,No
103550,Female,30-50,No,2,No
103551,Female,<30,Yes,9,Yes
103552,Male,30-50,No,7,No
103553,Female,>50,Yes,5,No
103554,Female,>50,No,1,No
103555,Female,>50,No,1,No
103556,Male,<30,No,7,No
103557,Male,>50,No,2,No
103558,Male,30-50,Yes,10,Yes
103559,Female,<30,No,1,No
103560,Female,30-50,Yes,14,Yes
103561,Male,30-50,Yes,13,Yes
103562,Male,>50,Yes,15,No
103563,Female,30-50,Yes,5,Yes
103564,Male,30-50,Yes,6,No
103565,Female,>50,Yes,9,No
103566,Male,30-50,No,5,Yes
103567,Female,30-50,Yes,7,No
103568,Male,<30,No,4,No
103569,Female,>50,Yes,15,No
103570,Female,<30,Yes,14,Yes
103571,Male,30-50,Yes,12,No
103572,Male,>50,Yes,15,No
103573,Female,>50,Yes,10,Yes
103574,Female,<30,Yes,6,No
103575,Male,<30,Yes,15,No
103576,Male,30-50,Yes,7,Yes
103577,Female,>50,Yes,13,No
103578,Female,30-50,Yes,13,Yes
103579,Female,30-50,No,4,Yes
103580,Female,30-50,No,1,No
103581,Female,30-50,No,4,No
103582,Male,30-50,Yes,15,Yes
103583,Female,>50,No,4,No
103584,Female,<30,No,5,No
103585,Male,30-50,Yes,6,No
103586,Male,>50,Yes,8,Yes
103587,Male,30-50,Yes,11,Yes
103588,Male,30-50,No,1,No
103589,Female,>50,Yes,12,No
103590,Female,30-50,Yes,9,Yes
103591,Female,30-50,Yes,10,No
103592,Male,30-50,Yes,11,Yes
103593,Female,30-50,No,1,No
103594,Female,>50,Yes,13,No
103595,Female,<30,Yes,7,No
103596,Male,>50,Yes,15,No
103597,Male,30-50,Yes,11,Yes
103598,Female,>50,No,7,No
103599,Female,<30,Yes,12,Yes
103600,Male,30-50,Yes,10,No
103601,Male,<30,Yes,6,Yes
103602,Male,<30,No,3,No
103603,Female,<30,No,5,Yes
103604,Male,30-50,Yes,6,No
103605,Female,>50,No,5,No
103606,Female,30-50,No,1,Yes
103607,Male,30-50,Yes,8,No
103608,Female,30-50,Yes,10,Yes
103609,Female,>50,Yes,9,No
103610,Female,>50,Yes,14,No
103611,Female,<30,Yes,10,No
103612,Female,<30,Yes,5,Yes
103613,Female,30-50,Yes,14,No
103614,Female,<30,Yes,13,Yes
103615,Female,30-50,No,6,Yes
103616,Male,<30,No,4,No
103617,Male,30-50,No,7,No
103618,Male,30-50,Yes,7,No
103619,Female,>50,Yes,7,Yes
103620,Male,30-50,No,6,Yes
103621,Female,30-50,No,7,No
103622,Female,>50,Yes,13,Yes
103623,Male,30-50,No,6,Yes
103624,Female,30-50,No,1,No
103625,Male,>50,No,7,No
103626,Female,30-50,No,7,Yes
103627,Female,30-50,Yes,12,No
103628,Male,30-50,Yes,7,No
103629,Male,<30,No,6,No
103630,Male,<30,Yes,9,No
103631,Female,30-50,Yes,8,Yes
103632,Male,30-50,No,2,No
103633,Male,30-50,Yes,12,Yes
103634,Female,30-50,Yes,15,Yes
103635,Male,>50,No,4,No
103636,Male,<30,Yes,7,Yes
103637,Female,>50,Yes,13,Yes
103638,Female,<30,No,4,No
103639,Female,30-50,Yes,13,No
103640,Female,30-50,Yes,11,Yes
103641,Female,>50,Yes,14,Yes
103642,Female,30-50,Yes,5,Yes
103643,Male,>50,No,4,No
103644,Female,<30,Yes,7,No
103645,Female,<30,No,4,No
103646,Male,30-50,Yes,13,Yes
103647,Male,<30,No,5,No
103648,Male,30-50,Yes,6,Yes
103649,Female,30-50,Yes,10,No
103650,Female,>50,Yes,13,Yes
103651,Female,>50,Yes,5,No
103652,Male,<30,Yes,12,Yes
103653,Female,30-50,Yes,9,Yes
103654,Male,30-50,No,7,No
103655,Female,30-50,Yes,13,No
103656,Female,<30,Yes,13,Yes
103657,Female,<30,No,7,Yes
103658,Female,30-50,Yes,14,Yes
103659,Male,>50,Yes,12,Yes
103660,Male,<30,No,3,No
103661,Female,30-50,Yes,5,Yes
103662,Male,30-50,No,4,No
103663,Female,30-50,Yes,10,Yes
103664,Male,30-50,No,3,No
103665,Female,30-50,No,6,No
103666,Male,30-50,Yes,12,Yes
103667,Female,30-50,Yes,10,Yes
103668,Male,30-50,Yes,11,No
103669,Female,30-50,Yes,6,No
103670,Female,30-50,Yes,5,No
103671,Male,30-50,Yes,14,Yes
103672,Male,30-50,Yes,11,Yes
103673,Male,30-50,Yes,6,Yes
103674,Female,30-50,Yes,5,Yes
103675,Male,>50,Yes,6,No
103676,Female,30-50,No,3,No
103677,Male,<30,No,4,No
103678,Male,30-50,Yes,14,Yes
103679,Female,30-50,Yes,13,No
103680,Male,>50,No,5,No
103681,Female,30-50,Yes,15,Yes
103682,Female,<30,No,7,No
103683,Male,>50,Yes,5,No
103684,Male,<30,No,5,No
103685,Male,>50,Yes,9,No
103686,Male,30-50,Yes,12,Yes
103687,Male,30-50,Yes,5,Yes
103688,Female,30-50,Yes,11,Yes
103689,Female,>50,Yes,11,Yes
103690,Female,30-50,No,3,Yes
103691,Male,>50,Yes,10,No
103692,Male,>50,No,5,No
103693,Male,>50,No,7,No
103694,Female,30-50,Yes,8,Yes
103695,Female,<30,No,1,No
103696,Male,30-50,Yes,9,Yes
103697,Male,>50,Yes,7,No
103698,Female,>50,No,5,Yes
103699,Male,30-50,Yes,15,No
103700,Female,>50,Yes,9,Yes
103701,Male,30-50,No,4,Yes
103702,Female,30-50,Yes,12,No
103703,Male,30-50,Yes,6,No
103704,Female,30-50,Yes,6,No
103705,Female,30-50,No,5,No
103706,Female,<30,Yes,12,Yes
103707,Female,<30,Yes,9,No
103708,Female,<30,No,6,No
103709,Female,<30,Yes,10,No
103710,Female,>50,Yes,13,Yes
103711,Male,30-50,Yes,6,No
103712,Female,>50,No,1,No
103713,Female,30-50,Yes,10,Yes
103714,Male,<30,No,6,No
103715,Female,30-50,No,1,Yes
103716,Female,30-50,Yes,12,Yes
103717,Female,30-50,Yes,10,Yes
103718,Female,30-50,Yes,12,Yes
103719,Male,30-50,Yes,9,Yes
103720,Male,<30,No,3,No
103721,Male,<30,Yes,10,Yes
103722,Male,<30,Yes,7,No
103723,Female,30-50,Yes,5,Yes
103724,Female,30-50,No,4,No
103725,Male,30-50,Yes,9,No
103726,Male,30-50,Yes,5,No
103727,Female,>50,Yes,6,No
103728,Male,30-50,Yes,15,No
103729,Male,>50,No,6,No
103730,Female,30-50,No,4,No
103731,Female,>50,No,7,Yes
103732,Male,30-50,Yes,8,Yes
103733,Male,30-50,Yes,7,Yes
103734,Female,>50,Yes,12,Yes
103735,Female,30-50,Yes,13,Yes
103736,Male,30-50,No,1,Yes
103737,Female,30-50,Yes,10,Yes
103738,Male,<30,Yes,10,No
103739,Female,<30,No,7,No
103740,Male,30-50,No,4,No
103741,Female,30-50,Yes,10,No
103742,Female,>50,No,3,No
103743,Male,30-50,Yes,5,No
103744,Male,30-50,Yes,11,No
103745,Female,30-50,Yes,5,Yes
103746,Female,>50,Yes,5,No
103747,Female,>50,Yes,15,Yes
103748,Male,>50,Yes,14,Yes
103749,Female,>50,No,3,No
103750,Male,30-50,Yes,8,Yes
103751,Male,>50,Yes,12,No
103752,Female,<30,Yes,13,No
103753,Male,>50,No,6,No
103754,Female,30-50,Yes,6,No
103755,Female,<30,No,6,Yes
103756,Male,30-50,No,4,Yes
103757,Male,30-50,Yes,15,Yes
103758,Male,30-50,Yes,12,Yes
103759,Female,30-50,Yes,8,Yes
103760,Female,>50,No,5,Yes
103761,Female,>50,Yes,10,Yes
103762,Male,<30,No,4,Yes
103763,Female,>50,Yes,13,No
103764,Female,30-50,No,2,Yes
103765,Male,30-50,No,1,No
103766,Female,>50,Yes,13,Yes
103767,Female,30-50,Yes,12,No
103768,Male,30-50,Yes,6,No
103769,Male,30-50,Yes,9,Yes
103770,Female,30-50,Yes,11,No
103771,Male,30-50,No,1,Yes
103772,Female,>50,Yes,12,Yes
103773,Female,30-50,No,6,Yes
103774,Male,>50,Yes,11,No
103775,Female,<30,No,1,No
103776,Female,<30,No,6,Yes
103777,Male,30-50,Yes,15,Yes
103778,Female,30-50,Yes,7,No
103779,Male,>50,Yes,14,No
103780,Female,>50,No,5,No
103781,Male,30-50,Yes,14,No
103782,Female,>50,Yes,8,No
103783,Female,>50,Yes,5,Yes
103784,Male,<30,No,2,No
103785,Female,>50,Yes,11,No
103786,Female,30-50,Yes,15,Yes
103787,Female,<30,Yes,9,No
103788,Male,<30,Yes,9,Yes
103789,Female,>50,Yes,8,Yes
103790,Female,30-50,No,3,Yes
103791,Female,>50,No,4,No
103792,Male,<30,Yes,7,No
103793,Female,30-50,No,2,No
103794,Male,30-50,No,4,No
103795,Male,30-50,No,5,No
103796,Female,30-50,Yes,13,Yes
103797,Male,30-50,Yes,5,No
103798,Female,<30,Yes,13,No
103799,Male,<30,Yes,15,No
103800,Female,<30,No,6,No
103801,Female,30-50,Yes,11,No
103802,Female,30-50,Yes,10,Yes
103803,Male,30-50,Yes,13,No
103804,Female,<30,No,3,No
103805,Female,30-50,No,4,Yes
103806,Male,<30,Yes,15,No
103807,Female,>50,No,7,No
103808,Male,<30,Yes,15,No
103809,Male,>50,Yes,9,No
103810,Female,<30,Yes,9,Yes
103811,Female,30-50,Yes,14,Yes
103812,Female,30-50,Yes,14,No
103813,Female,30-50,Yes,11,No
103814,Male,30-50,No,6,No
103815,Male,<30,Yes,14,Yes
103816,Female,30-50,Yes,8,No
103817,Male,>50,Yes,11,Yes
103818,Female,30-50,Yes,11,No
103819,Female,>50,No,6,No
103820,Female,30-50,No,2,No
103821,Female,30-50,Yes,9,Yes
103822,Female,30-50,Yes,6,Yes
103823,Male,<30,Yes,13,No
103824,Female,<30,Yes,14,No
103825,Male,<30,Yes,5,No
103826,Female,30-50,Yes,11,No
103827,Female,30-50,No,6,No
103828,Female,30-50,Yes,8,No
103829,Female,30-50,Yes,11,No
103830,Male,30-50,No,5,No
103831,Female,30-50,Yes,11,No
103832,Female,30-50,Yes,9,Yes
103833,Male,30-50,No,5,Yes
103834,Female,>50,No,6,Yes
103835,Female,30-50,No,3,No
103836,Male,30-50,Yes,6,No
103837,Female,>50,Yes,15,No
103838,Female,30-50,Yes,11,Yes
103839,Female,30-50,Yes,8,No
103840,Male,>50,Yes,9,Yes
103841,Female,>50,Yes,14,Yes
103842,Female,>50,Yes,7,No
103843,Male,30-50,No,2,No
103844,Female,<30,Yes,9,No
103845,Male,<30,Yes,5,No
103846,Female,>50,Yes,14,Yes
103847,Female,<30,Yes,10,Yes
103848,Female,>50,Yes,8,Yes
103849,Female,>50,Yes,10,Yes
103850,Female,30-50,Yes,13,Yes
103851,Female,30-50,Yes,14,Yes
103852,Female,<30,No,7,Yes
103853,Female,30-50,No,1,Yes
103854,Female,30-50,Yes,6,No
103855,Female,>50,No,7,No
103856,Female,<30,Yes,8,Yes
